Gender,Age group,State or Territory,Currently pregnant,Number of children,Age of youngest child,Essential oils preferences,Natural ingredients importance,How often use baby bath products,How often use baby shampoo,Survey Question 11,Survey Question 12,Survey Question 13,Survey Question 14,Survey Question 15,Survey Question 16,Survey Question 17,Survey Question 18,Survey Question 19,Survey Question 20,Survey Question 21,Survey Question 22,Survey Question 23,Survey Question 24,Survey Question 25,Survey Question 26,Survey Question 27,Survey Question 28,Survey Question 29,Survey Question 30,Survey Question 31,Survey Question 32,Survey Question 33,Survey Question 34,Survey Question 35,Survey Question 36,Survey Question 37,Survey Question 38,Survey Question 39,Survey Question 40,Survey Question 41,Survey Question 42,Survey Question 43,Survey Question 44,Survey Question 45,Survey Question 46,Survey Question 47,Survey Question 48,Survey Question 49,Survey Question 50,Survey Question 51,Survey Question 52,Survey Question 53
Male,Male,Female,Male,Female,Female,Disagree,Strongly Disagree,Rarely,Rarely,Strongly Agree,Rarely,Neutral,Agree,Often,Disagree,Neutral,Always,Strongly Agree,Disagree,Never,Strongly Disagree,Neutral,Rarely,Agree,Strongly Agree,Always,Disagree,Disagree,Always,Neutral,Agree,Rarely,Disagree,Strongly Agree,Rarely,Disagree,Neutral,Sometimes,Disagree,Strongly Disagree,Rarely,Strongly Disagree,Neutral,Sometimes,Neutral,Disagree,Sometimes,Neutral,Disagree,Never,Neutral,Strongly Agree
Female,Male,Male,Female,Male,Male,Neutral,Agree,Always,Always,Strongly Agree,Never,Strongly Disagree,Agree,Rarely,Strongly Disagree,Strongly Agree,Rarely,Neutral,Strongly Disagree,Always,Agree,Neutral,Often,Agree,Disagree,Rarely,Strongly Agree,Strongly Disagree,Rarely,Strongly Agree,Neutral,Always,Disagree,Agree,Never,Strongly Disagree,Strongly Agree,Never,Strongly Disagree,Agree,Sometimes,Agree,Strongly Agree,Sometimes,Neutral,Disagree,Often,Disagree,Disagree,Sometimes,Agree,Strongly Disagree
Female,Female,Male,Male,Female,Female,Disagree,Neutral,Never,Sometimes,Neutral,Never,Strongly Disagree,Neutral,Sometimes,Neutral,Strongly Disagree,Often,Strongly Disagree,Strongly Agree,Never,Strongly Disagree,Strongly Disagree,Sometimes,Neutral,Disagree,Rarely,Disagree,Disagree,Often,Strongly Agree,Agree,Always,Agree,Strongly Disagree,Never,Strongly Disagree,Strongly Agree,Often,Strongly Agree,Agree,Often,Strongly Agree,Agree,Sometimes,Neutral,Neutral,Often,Agree,Agree,Rarely,Strongly Agree,Strongly Agree
Female,Male,Male,Female,Female,Male,Disagree,Strongly Disagree,Often,Never,Strongly Disagree,Never,Strongly Disagree,Neutral,Rarely,Agree,Strongly Agree,Often,Agree,Neutral,Rarely,Strongly Disagree,Agree,Sometimes,Disagree,Disagree,Often,Neutral,Neutral,Always,Disagree,Strongly Agree,Often,Strongly Agree,Strongly Disagree,Often,Neutral,Strongly Agree,Always,Strongly Disagree,Disagree,Sometimes,Disagree,Strongly Agree,Never,Strongly Disagree,Disagree,Sometimes,Strongly Disagree,Agree,Never,Agree,Agree
Male,Female,Male,Male,Female,Female,Neutral,Strongly Disagree,Rarely,Rarely,Disagree,Rarely,Neutral,Agree,Sometimes,Agree,Disagree,Always,Strongly Disagree,Agree,Sometimes,Agree,Neutral,Often,Agree,Disagree,Sometimes,Neutral,Neutral,Always,Agree,Strongly Agree,Sometimes,Strongly Agree,Strongly Disagree,Often,Agree,Neutral,Sometimes,Agree,Neutral,Always,Disagree,Disagree,Rarely,Neutral,Strongly Disagree,Never,Strongly Agree,Strongly Disagree,Sometimes,Agree,Disagree
Male,Female,Male,Male,Male,Female,Strongly Disagree,Strongly Disagree,Always,Rarely,Agree,Sometimes,Strongly Disagree,Strongly Agree,Often,Neutral,Disagree,Often,Disagree,Strongly Agree,Rarely,Neutral,Neutral,Often,Disagree,Neutral,Always,Agree,Neutral,Never,Neutral,Strongly Agree,Often,Strongly Disagree,Neutral,Always,Strongly Disagree,Strongly Agree,Never,Strongly Agree,Neutral,Often,Neutral,Neutral,Often,Agree,Strongly Disagree,Always,Strongly Agree,Disagree,Never,Agree,Strongly Agree
Male,Male,Female,Female,Female,Male,Strongly Agree,Strongly Agree,Sometimes,Sometimes,Neutral,Rarely,Strongly Disagree,Neutral,Rarely,Agree,Neutral,Often,Strongly Disagree,Neutral,Sometimes,Strongly Agree,Disagree,Often,Disagree,Strongly Disagree,Always,Strongly Disagree,Neutral,Rarely,Neutral,Agree,Never,Neutral,Neutral,Rarely,Disagree,Neutral,Always,Strongly Agree,Agree,Often,Strongly Agree,Strongly Agree,Never,Strongly Agree,Strongly Disagree,Never,Strongly Agree,Strongly Disagree,Rarely,Strongly Agree,Disagree
Female,Male,Female,Male,Female,Female,Strongly Disagree,Strongly Disagree,Rarely,Often,Strongly Disagree,Often,Strongly Disagree,Neutral,Always,Disagree,Strongly Disagree,Rarely,Agree,Strongly Disagree,Sometimes,Strongly Disagree,Neutral,Often,Strongly Agree,Disagree,Never,Neutral,Agree,Never,Agree,Neutral,Often,Strongly Agree,Agree,Rarely,Neutral,Agree,Never,Agree,Agree,Always,Agree,Neutral,Always,Agree,Strongly Agree,Always,Neutral,Neutral,Rarely,Strongly Agree,Strongly Disagree
Male,Male,Female,Female,Female,Male,Disagree,Agree,Rarely,Never,Strongly Disagree,Rarely,Strongly Agree,Strongly Disagree,Sometimes,Strongly Agree,Neutral,Never,Agree,Strongly Agree,Sometimes,Neutral,Strongly Agree,Often,Strongly Agree,Strongly Disagree,Sometimes,Strongly Disagree,Disagree,Often,Disagree,Neutral,Often,Agree,Agree,Rarely,Strongly Disagree,Neutral,Rarely,Disagree,Disagree,Rarely,Strongly Disagree,Neutral,Never,Strongly Agree,Neutral,Often,Strongly Disagree,Neutral,Rarely,Disagree,Disagree
Female,Female,Male,Male,Female,Female,Neutral,Strongly Disagree,Sometimes,Always,Strongly Agree,Sometimes,Strongly Agree,Agree,Sometimes,Agree,Agree,Always,Strongly Agree,Agree,Often,Agree,Strongly Disagree,Never,Strongly Disagree,Strongly Disagree,Always,Neutral,Strongly Disagree,Never,Neutral,Agree,Often,Neutral,Neutral,Sometimes,Disagree,Strongly Disagree,Rarely,Disagree,Strongly Disagree,Never,Strongly Disagree,Disagree,Always,Agree,Disagree,Rarely,Strongly Disagree,Disagree,Always,Strongly Agree,Disagree
Male,Female,Male,Female,Female,Male,Neutral,Agree,Sometimes,Often,Strongly Agree,Rarely,Strongly Disagree,Strongly Agree,Sometimes,Agree,Strongly Disagree,Often,Strongly Disagree,Agree,Sometimes,Agree,Strongly Agree,Rarely,Neutral,Disagree,Rarely,Neutral,Agree,Rarely,Agree,Strongly Disagree,Never,Disagree,Neutral,Always,Neutral,Strongly Agree,Rarely,Neutral,Neutral,Often,Strongly Disagree,Neutral,Never,Disagree,Neutral,Never,Neutral,Disagree,Never,Disagree,Agree
Female,Male,Male,Female,Male,Male,Neutral,Strongly Disagree,Always,Often,Strongly Disagree,Always,Strongly Agree,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Agree,Always,Strongly Agree,Disagree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Disagree,Agree,Always,Neutral,Strongly Disagree,Often,Strongly Agree,Agree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Disagree,Never,Strongly Disagree,Strongly Disagree,Never,Agree,Strongly Agree,Sometimes,Agree,Agree,Always,Disagree,Disagree,Rarely,Strongly Disagree,Neutral
Female,Female,Female,Female,Female,Female,Strongly Agree,Neutral,Always,Often,Disagree,Always,Strongly Disagree,Strongly Agree,Sometimes,Neutral,Neutral,Sometimes,Disagree,Agree,Often,Strongly Disagree,Strongly Disagree,Never,Neutral,Neutral,Always,Strongly Agree,Strongly Disagree,Often,Strongly Disagree,Neutral,Sometimes,Agree,Neutral,Rarely,Disagree,Disagree,Never,Strongly Agree,Strongly Disagree,Always,Strongly Agree,Neutral,Often,Strongly Disagree,Agree,Rarely,Agree,Neutral,Sometimes,Agree,Strongly Disagree
Male,Female,Female,Male,Male,Female,Disagree,Neutral,Never,Sometimes,Disagree,Never,Strongly Disagree,Disagree,Never,Strongly Agree,Neutral,Often,Strongly Disagree,Strongly Agree,Rarely,Agree,Neutral,Rarely,Agree,Neutral,Never,Strongly Disagree,Strongly Disagree,Never,Neutral,Agree,Always,Strongly Agree,Neutral,Never,Agree,Neutral,Often,Disagree,Disagree,Sometimes,Strongly Disagree,Disagree,Sometimes,Disagree,Agree,Sometimes,Neutral,Neutral,Often,Strongly Agree,Disagree
Male,Male,Male,Female,Female,Male,Neutral,Strongly Agree,Never,Rarely,Agree,Never,Strongly Agree,Disagree,Sometimes,Disagree,Agree,Always,Agree,Strongly Agree,Often,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Agree,Rarely,Strongly Disagree,Strongly Agree,Sometimes,Neutral,Agree,Rarely,Agree,Neutral,Often,Strongly Disagree,Strongly Agree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Neutral,Neutral,Often,Strongly Disagree,Strongly Disagree,Always,Neutral,Agree,Often,Disagree,Strongly Agree
Male,Male,Male,Male,Male,Male,Strongly Agree,Strongly Disagree,Always,Always,Strongly Disagree,Never,Agree,Strongly Agree,Sometimes,Disagree,Strongly Disagree,Often,Strongly Agree,Disagree,Never,Strongly Disagree,Agree,Sometimes,Neutral,Strongly Disagree,Never,Strongly Disagree,Strongly Disagree,Often,Strongly Disagree,Disagree,Often,Strongly Agree,Agree,Often,Disagree,Neutral,Often,Strongly Disagree,Neutral,Rarely,Strongly Disagree,Neutral,Never,Strongly Disagree,Neutral,Always,Disagree,Disagree,Rarely,Neutral,Neutral
Female,Male,Female,Female,Male,Female,Disagree,Neutral,Always,Often,Strongly Disagree,Often,Agree,Neutral,Often,Strongly Agree,Disagree,Rarely,Neutral,Agree,Rarely,Neutral,Disagree,Always,Neutral,Neutral,Always,Agree,Strongly Agree,Never,Strongly Disagree,Neutral,Never,Neutral,Strongly Disagree,Rarely,Agree,Strongly Agree,Rarely,Strongly Agree,Disagree,Sometimes,Strongly Agree,Agree,Never,Strongly Agree,Neutral,Often,Disagree,Strongly Agree,Never,Agree,Strongly Disagree
Female,Male,Male,Female,Female,Male,Strongly Disagree,Agree,Never,Often,Neutral,Never,Agree,Disagree,Rarely,Strongly Agree,Strongly Disagree,Rarely,Disagree,Strongly Disagree,Always,Strongly Disagree,Disagree,Sometimes,Strongly Disagree,Disagree,Sometimes,Agree,Strongly Disagree,Never,Strongly Disagree,Neutral,Often,Disagree,Neutral,Sometimes,Disagree,Disagree,Always,Strongly Disagree,Agree,Often,Neutral,Neutral,Always,Strongly Agree,Agree,Always,Strongly Agree,Agree,Sometimes,Disagree,Strongly Agree
Female,Female,Male,Female,Female,Female,Agree,Agree,Never,Rarely,Agree,Sometimes,Strongly Disagree,Strongly Disagree,Often,Agree,Strongly Disagree,Always,Neutral,Disagree,Always,Agree,Neutral,Always,Neutral,Strongly Disagree,Always,Agree,Strongly Disagree,Never,Disagree,Agree,Often,Agree,Neutral,Often,Strongly Disagree,Disagree,Sometimes,Disagree,Agree,Never,Strongly Disagree,Disagree,Often,Agree,Agree,Rarely,Strongly Disagree,Agree,Rarely,Strongly Disagree,Neutral
Female,Male,Female,Female,Male,Female,Agree,Agree,Always,Sometimes,Disagree,Rarely,Strongly Disagree,Neutral,Often,Agree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Agree,Always,Agree,Agree,Often,Disagree,Strongly Disagree,Often,Disagree,Agree,Always,Agree,Agree,Rarely,Strongly Disagree,Disagree,Rarely,Neutral,Neutral,Often,Strongly Agree,Strongly Disagree,Sometimes,Disagree,Neutral,Never,Strongly Disagree,Neutral,Often,Agree,Strongly Disagree,Always,Neutral,Strongly Agree
Female,Female,Female,Female,Male,Male,Disagree,Disagree,Rarely,Rarely,Agree,Never,Disagree,Neutral,Never,Neutral,Strongly Disagree,Never,Strongly Disagree,Strongly Agree,Often,Disagree,Agree,Never,Strongly Disagree,Agree,Always,Strongly Disagree,Neutral,Rarely,Neutral,Agree,Always,Agree,Disagree,Never,Strongly Disagree,Strongly Agree,Rarely,Disagree,Strongly Agree,Sometimes,Neutral,Neutral,Sometimes,Strongly Disagree,Agree,Rarely,Strongly Agree,Strongly Disagree,Never,Agree,Neutral
Male,Female,Male,Female,Male,Female,Strongly Agree,Strongly Disagree,Often,Often,Disagree,Sometimes,Agree,Neutral,Often,Strongly Disagree,Disagree,Sometimes,Disagree,Disagree,Rarely,Agree,Strongly Disagree,Rarely,Neutral,Strongly Agree,Always,Strongly Disagree,Strongly Agree,Often,Strongly Disagree,Strongly Disagree,Sometimes,Disagree,Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Often,Neutral,Strongly Agree,Sometimes,Strongly Disagree,Disagree,Sometimes,Disagree,Strongly Disagree,Often,Strongly Disagree,Agree,Always,Strongly Agree,Strongly Agree
Female,Female,Male,Female,Male,Male,Neutral,Disagree,Often,Always,Agree,Always,Strongly Agree,Neutral,Always,Strongly Disagree,Strongly Disagree,Always,Agree,Strongly Agree,Rarely,Agree,Strongly Disagree,Rarely,Strongly Disagree,Disagree,Often,Strongly Agree,Strongly Agree,Rarely,Strongly Agree,Disagree,Rarely,Strongly Agree,Strongly Disagree,Often,Strongly Agree,Neutral,Rarely,Disagree,Agree,Sometimes,Neutral,Agree,Often,Disagree,Neutral,Sometimes,Disagree,Agree,Sometimes,Strongly Agree,Agree
Female,Male,Female,Male,Male,Male,Strongly Disagree,Agree,Sometimes,Always,Strongly Disagree,Often,Strongly Disagree,Strongly Disagree,Often,Agree,Neutral,Sometimes,Disagree,Strongly Disagree,Never,Strongly Agree,Strongly Disagree,Always,Strongly Disagree,Strongly Agree,Never,Strongly Disagree,Neutral,Often,Agree,Disagree,Rarely,Strongly Disagree,Agree,Rarely,Strongly Agree,Strongly Agree,Rarely,Strongly Agree,Disagree,Rarely,Agree,Disagree,Always,Agree,Disagree,Sometimes,Neutral,Disagree,Often,Neutral,Agree
Female,Female,Male,Male,Female,Female,Disagree,Neutral,Always,Sometimes,Disagree,Rarely,Agree,Disagree,Rarely,Strongly Disagree,Neutral,Often,Strongly Disagree,Strongly Agree,Rarely,Strongly Disagree,Strongly Disagree,Always,Disagree,Strongly Agree,Rarely,Strongly Agree,Agree,Never,Strongly Disagree,Strongly Agree,Often,Strongly Disagree,Strongly Agree,Often,Agree,Agree,Always,Disagree,Strongly Agree,Never,Agree,Strongly Disagree,Always,Strongly Disagree,Agree,Always,Disagree,Strongly Disagree,Rarely,Agree,Neutral
Male,Female,Female,Female,Female,Male,Strongly Disagree,Strongly Disagree,Rarely,Never,Neutral,Always,Disagree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Agree,Often,Strongly Agree,Neutral,Rarely,Strongly Agree,Neutral,Never,Agree,Agree,Rarely,Strongly Disagree,Disagree,Rarely,Disagree,Agree,Sometimes,Disagree,Strongly Disagree,Sometimes,Neutral,Agree,Never,Disagree,Neutral,Never,Agree,Disagree,Sometimes,Neutral,Strongly Agree,Always,Agree,Strongly Disagree,Rarely,Agree,Strongly Agree
Female,Female,Female,Female,Male,Male,Agree,Strongly Agree,Often,Rarely,Strongly Disagree,Always,Neutral,Agree,Always,Strongly Agree,Strongly Disagree,Always,Strongly Agree,Strongly Agree,Never,Strongly Disagree,Agree,Never,Neutral,Strongly Agree,Rarely,Strongly Disagree,Neutral,Often,Disagree,Strongly Disagree,Always,Strongly Disagree,Neutral,Often,Strongly Disagree,Disagree,Sometimes,Disagree,Neutral,Rarely,Neutral,Agree,Sometimes,Neutral,Strongly Disagree,Rarely,Strongly Agree,Agree,Always,Strongly Agree,Disagree
Female,Female,Male,Female,Male,Female,Neutral,Disagree,Rarely,Sometimes,Agree,Often,Disagree,Agree,Never,Strongly Disagree,Strongly Disagree,Never,Strongly Disagree,Neutral,Never,Agree,Strongly Agree,Never,Strongly Disagree,Disagree,Sometimes,Agree,Neutral,Never,Strongly Agree,Disagree,Always,Strongly Agree,Disagree,Sometimes,Strongly Agree,Neutral,Rarely,Agree,Neutral,Often,Neutral,Agree,Sometimes,Agree,Strongly Agree,Often,Disagree,Strongly Agree,Never,Agree,Strongly Disagree
Male,Female,Male,Male,Female,Male,Neutral,Strongly Agree,Always,Always,Strongly Agree,Never,Strongly Agree,Disagree,Never,Neutral,Neutral,Never,Neutral,Disagree,Sometimes,Disagree,Strongly Agree,Rarely,Neutral,Strongly Agree,Often,Strongly Agree,Strongly Agree,Often,Disagree,Neutral,Always,Agree,Neutral,Sometimes,Agree,Neutral,Often,Strongly Agree,Strongly Disagree,Never,Neutral,Strongly Agree,Never,Disagree,Neutral,Sometimes,Neutral,Agree,Sometimes,Disagree,Neutral
Male,Male,Female,Male,Female,Male,Neutral,Strongly Disagree,Rarely,Sometimes,Strongly Agree,Never,Strongly Disagree,Strongly Agree,Often,Strongly Disagree,Strongly Agree,Sometimes,Disagree,Neutral,Always,Strongly Agree,Neutral,Often,Strongly Disagree,Disagree,Rarely,Agree,Neutral,Rarely,Agree,Agree,Rarely,Disagree,Strongly Disagree,Always,Agree,Neutral,Always,Agree,Neutral,Never,Disagree,Disagree,Often,Strongly Agree,Strongly Agree,Always,Disagree,Disagree,Sometimes,Disagree,Neutral
Male,Female,Female,Male,Male,Female,Agree,Disagree,Rarely,Always,Neutral,Often,Strongly Disagree,Disagree,Sometimes,Neutral,Agree,Rarely,Disagree,Disagree,Rarely,Agree,Agree,Often,Neutral,Strongly Agree,Always,Disagree,Agree,Sometimes,Strongly Agree,Neutral,Often,Strongly Agree,Disagree,Sometimes,Strongly Agree,Strongly Disagree,Often,Disagree,Disagree,Often,Agree,Strongly Agree,Often,Agree,Disagree,Sometimes,Strongly Agree,Strongly Agree,Rarely,Neutral,Neutral
Male,Female,Male,Male,Female,Female,Neutral,Strongly Agree,Always,Rarely,Strongly Agree,Always,Neutral,Agree,Never,Neutral,Strongly Disagree,Often,Disagree,Agree,Never,Strongly Disagree,Neutral,Often,Disagree,Neutral,Often,Neutral,Neutral,Often,Disagree,Disagree,Always,Neutral,Disagree,Always,Disagree,Strongly Agree,Sometimes,Neutral,Disagree,Often,Agree,Strongly Disagree,Rarely,Strongly Agree,Disagree,Never,Agree,Agree,Sometimes,Strongly Disagree,Strongly Agree
Female,Male,Female,Male,Male,Male,Disagree,Strongly Agree,Sometimes,Never,Disagree,Always,Disagree,Strongly Agree,Rarely,Disagree,Disagree,Always,Strongly Disagree,Strongly Disagree,Sometimes,Disagree,Neutral,Always,Strongly Agree,Strongly Agree,Rarely,Strongly Agree,Neutral,Always,Agree,Strongly Disagree,Rarely,Strongly Agree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Disagree,Always,Strongly Disagree,Strongly Agree,Rarely,Disagree,Agree,Sometimes,Strongly Agree,Disagree,Rarely,Strongly Agree,Neutral
Female,Female,Female,Female,Female,Male,Neutral,Neutral,Often,Sometimes,Strongly Agree,Never,Neutral,Strongly Agree,Often,Agree,Disagree,Sometimes,Neutral,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Agree,Always,Disagree,Strongly Agree,Often,Neutral,Strongly Agree,Rarely,Strongly Agree,Agree,Rarely,Neutral,Neutral,Sometimes,Agree,Agree,Rarely,Agree,Strongly Agree,Sometimes,Neutral,Disagree,Sometimes,Disagree,Strongly Agree,Rarely,Strongly Disagree,Strongly Agree,Often,Disagree,Neutral
Male,Male,Female,Female,Female,Female,Neutral,Agree,Never,Sometimes,Agree,Often,Agree,Strongly Disagree,Always,Disagree,Agree,Often,Strongly Agree,Disagree,Always,Strongly Disagree,Neutral,Often,Strongly Disagree,Disagree,Never,Agree,Strongly Agree,Always,Neutral,Strongly Agree,Never,Strongly Agree,Strongly Disagree,Rarely,Disagree,Agree,Never,Strongly Agree,Strongly Disagree,Rarely,Strongly Agree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Disagree,Never,Strongly Agree,Neutral,Often,Agree,Agree
Male,Female,Male,Female,Male,Female,Disagree,Strongly Disagree,Often,Never,Neutral,Rarely,Agree,Strongly Disagree,Often,Disagree,Agree,Rarely,Strongly Disagree,Agree,Always,Agree,Neutral,Never,Agree,Neutral,Sometimes,Disagree,Disagree,Rarely,Disagree,Strongly Agree,Sometimes,Strongly Agree,Disagree,Often,Strongly Disagree,Agree,Never,Agree,Neutral,Never,Disagree,Neutral,Sometimes,Strongly Disagree,Agree,Never,Disagree,Strongly Disagree,Rarely,Strongly Disagree,Strongly Agree
Male,Male,Male,Female,Female,Male,Neutral,Strongly Agree,Sometimes,Always,Strongly Agree,Often,Agree,Neutral,Sometimes,Disagree,Agree,Never,Strongly Disagree,Disagree,Sometimes,Disagree,Agree,Rarely,Agree,Agree,Never,Neutral,Agree,Always,Strongly Disagree,Agree,Never,Agree,Strongly Disagree,Never,Strongly Agree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Disagree,Always,Strongly Agree,Strongly Agree,Sometimes,Strongly Agree,Strongly Agree,Always,Agree,Neutral,Often,Strongly Disagree,Strongly Agree
Female,Female,Female,Female,Female,Male,Disagree,Neutral,Sometimes,Often,Neutral,Always,Strongly Disagree,Strongly Agree,Often,Neutral,Strongly Agree,Often,Disagree,Strongly Disagree,Never,Neutral,Strongly Disagree,Often,Strongly Agree,Strongly Agree,Always,Strongly Agree,Neutral,Sometimes,Neutral,Agree,Sometimes,Agree,Disagree,Never,Strongly Disagree,Strongly Disagree,Often,Strongly Disagree,Strongly Agree,Always,Strongly Agree,Disagree,Sometimes,Strongly Agree,Neutral,Rarely,Strongly Disagree,Agree,Often,Agree,Strongly Disagree
Female,Male,Female,Female,Male,Male,Disagree,Neutral,Sometimes,Always,Strongly Disagree,Never,Agree,Strongly Disagree,Often,Neutral,Strongly Agree,Always,Strongly Agree,Agree,Often,Neutral,Strongly Disagree,Never,Agree,Agree,Often,Neutral,Disagree,Always,Agree,Strongly Agree,Rarely,Strongly Disagree,Disagree,Often,Strongly Disagree,Strongly Disagree,Often,Agree,Strongly Agree,Rarely,Disagree,Disagree,Sometimes,Neutral,Neutral,Rarely,Disagree,Disagree,Rarely,Neutral,Neutral
Male,Male,Male,Female,Female,Male,Strongly Disagree,Neutral,Never,Always,Disagree,Rarely,Strongly Disagree,Neutral,Always,Strongly Agree,Disagree,Rarely,Disagree,Neutral,Rarely,Strongly Agree,Strongly Disagree,Sometimes,Agree,Strongly Disagree,Never,Neutral,Strongly Agree,Sometimes,Strongly Agree,Neutral,Often,Agree,Neutral,Rarely,Strongly Agree,Neutral,Sometimes,Strongly Agree,Agree,Rarely,Strongly Disagree,Strongly Disagree,Always,Agree,Disagree,Often,Neutral,Strongly Agree,Often,Strongly Agree,Neutral
Female,Male,Female,Female,Male,Male,Neutral,Disagree,Sometimes,Sometimes,Agree,Never,Disagree,Strongly Agree,Always,Strongly Disagree,Neutral,Often,Strongly Agree,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Rarely,Neutral,Agree,Sometimes,Neutral,Agree,Sometimes,Strongly Agree,Neutral,Sometimes,Strongly Disagree,Agree,Sometimes,Neutral,Agree,Sometimes,Agree,Neutral,Sometimes,Strongly Disagree,Disagree,Sometimes,Disagree,Disagree,Always,Neutral,Neutral,Always,Neutral,Agree
Male,Male,Male,Male,Female,Male,Strongly Disagree,Agree,Often,Rarely,Strongly Agree,Sometimes,Neutral,Strongly Disagree,Rarely,Strongly Agree,Disagree,Never,Strongly Agree,Disagree,Always,Strongly Agree,Strongly Agree,Always,Strongly Disagree,Strongly Disagree,Sometimes,Strongly Disagree,Neutral,Never,Strongly Agree,Neutral,Always,Strongly Disagree,Neutral,Often,Strongly Disagree,Disagree,Always,Agree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Agree,Never,Agree,Neutral,Rarely,Disagree,Disagree,Sometimes,Agree,Strongly Disagree
Male,Male,Male,Male,Male,Male,Strongly Agree,Disagree,Never,Often,Agree,Rarely,Agree,Disagree,Always,Agree,Disagree,Often,Strongly Disagree,Disagree,Never,Neutral,Strongly Disagree,Sometimes,Strongly Disagree,Disagree,Always,Strongly Disagree,Strongly Disagree,Always,Disagree,Agree,Sometimes,Strongly Agree,Strongly Disagree,Always,Strongly Disagree,Strongly Agree,Never,Disagree,Strongly Agree,Rarely,Strongly Disagree,Disagree,Rarely,Agree,Neutral,Sometimes,Disagree,Strongly Agree,Rarely,Disagree,Agree
Female,Female,Female,Female,Male,Male,Neutral,Agree,Always,Always,Strongly Agree,Never,Strongly Disagree,Strongly Disagree,Rarely,Disagree,Disagree,Never,Disagree,Neutral,Always,Neutral,Agree,Often,Neutral,Neutral,Never,Neutral,Agree,Always,Strongly Disagree,Disagree,Never,Strongly Agree,Disagree,Sometimes,Strongly Agree,Strongly Agree,Never,Disagree,Disagree,Always,Disagree,Agree,Never,Disagree,Agree,Rarely,Strongly Agree,Neutral,Never,Disagree,Disagree
Male,Female,Male,Female,Male,Male,Neutral,Neutral,Always,Never,Strongly Agree,Never,Agree,Neutral,Never,Agree,Neutral,Sometimes,Strongly Agree,Disagree,Rarely,Disagree,Strongly Disagree,Often,Neutral,Agree,Never,Strongly Agree,Agree,Rarely,Disagree,Disagree,Always,Agree,Disagree,Rarely,Agree,Strongly Disagree,Rarely,Neutral,Neutral,Rarely,Strongly Agree,Strongly Disagree,Rarely,Strongly Disagree,Strongly Disagree,Never,Neutral,Strongly Agree,Often,Neutral,Strongly Disagree
Male,Female,Female,Male,Male,Male,Strongly Agree,Agree,Often,Sometimes,Disagree,Never,Strongly Disagree,Disagree,Rarely,Agree,Strongly Disagree,Often,Strongly Disagree,Neutral,Always,Neutral,Disagree,Rarely,Strongly Disagree,Disagree,Always,Neutral,Agree,Rarely,Disagree,Strongly Disagree,Rarely,Disagree,Strongly Disagree,Rarely,Strongly Disagree,Agree,Never,Strongly Disagree,Neutral,Rarely,Strongly Agree,Agree,Never,Strongly Agree,Agree,Often,Strongly Disagree,Strongly Agree,Often,Disagree,Strongly Disagree
Female,Female,Male,Female,Male,Female,Strongly Disagree,Strongly Agree,Never,Always,Disagree,Rarely,Agree,Strongly Disagree,Always,Neutral,Disagree,Rarely,Agree,Agree,Rarely,Strongly Agree,Strongly Agree,Often,Disagree,Strongly Disagree,Always,Strongly Agree,Agree,Never,Disagree,Strongly Disagree,Always,Disagree,Neutral,Never,Disagree,Neutral,Often,Neutral,Disagree,Always,Strongly Agree,Agree,Always,Strongly Disagree,Strongly Disagree,Often,Neutral,Disagree,Never,Strongly Agree,Disagree
Male,Female,Female,Male,Female,Male,Disagree,Agree,Sometimes,Sometimes,Strongly Disagree,Sometimes,Neutral,Neutral,Always,Agree,Agree,Always,Agree,Disagree,Never,Strongly Disagree,Strongly Agree,Sometimes,Neutral,Disagree,Always,Strongly Agree,Disagree,Never,Strongly Disagree,Strongly Disagree,Often,Disagree,Strongly Agree,Rarely,Agree,Disagree,Often,Neutral,Neutral,Sometimes,Agree,Strongly Agree,Rarely,Disagree,Agree,Sometimes,Neutral,Strongly Disagree,Never,Strongly Disagree,Agree
Male,Male,Female,Male,Male,Female,Disagree,Strongly Agree,Sometimes,Never,Agree,Always,Strongly Disagree,Neutral,Often,Neutral,Agree,Always,Agree,Neutral,Sometimes,Disagree,Neutral,Rarely,Strongly Disagree,Strongly Disagree,Never,Neutral,Neutral,Rarely,Strongly Agree,Strongly Agree,Rarely,Neutral,Neutral,Rarely,Disagree,Strongly Agree,Never,Neutral,Agree,Always,Agree,Neutral,Rarely,Strongly Disagree,Disagree,Never,Disagree,Disagree,Rarely,Strongly Agree,Agree
